,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
2354,name2355,lastname2355,JUN,23,2001,BS CTM,0917 124 8700,Female,Globe
2355,name2356,lastname2356,MAY,6,1997,BS MGT,0927 745 2827,Female,Globe
2356,name2357,lastname2357,JUN,13,1998,BS ITE,0927 669 5007,Female,Globe
2357,name2358,lastname2358,DEC,18,2001,BS ME,0918 923 4311,Male,Smart
2358,name2359,lastname2359,MAY,1,1998,BS ITE,0918 108 2864,Male,Smart
2359,name2360,lastname2360,MAR,12,1998,BS ME,0917 836 8453,Male,Globe
2360,name2361,lastname2361,FEB,15,2000,BS CTM,0917 246 2476,Male,Globe
2361,name2362,lastname2362,JAN,17,1998,BS CTM,0927 553 1625,Male,Globe
2362,name2363,lastname2363,MAY,10,1997,BS LM,0918 607 3049,Female,Smart
2363,name2364,lastname2364,FEB,7,1997,BS CTM,0917 740 5047,Female,Globe
2364,name2365,lastname2365,OCT,15,1997,BS ME,0917 159 7408,Female,Globe
2365,name2366,lastname2366,DEC,27,1998,BS LM,0918 948 8122,Male,Smart
2366,name2367,lastname2367,JUL,26,1997,BS LM,0918 288 1534,Female,Smart
2367,name2368,lastname2368,MAY,1,1997,BS ITE,0918 991 8438,Female,Smart
2368,name2369,lastname2369,MAY,23,1997,BS CTM,0917 688 6034,Male,Globe
2369,name2370,lastname2370,JAN,18,1998,BS CTM,0917 880 1286,Female,Globe
2370,name2371,lastname2371,APR,11,2000,BS LM,0917 758 9685,Female,Globe
2371,name2372,lastname2372,JUL,4,2001,BS LM,0927 490 5419,Male,Globe
2372,name2373,lastname2373,MAY,12,2000,BS ME,0927 776 2687,Female,Globe
2373,name2374,lastname2374,AUG,27,2000,BS ITE,0927 429 5762,Male,Globe
2374,name2375,lastname2375,NOV,2,1999,BS MGT,0918 276 8342,Male,Smart
2375,name2376,lastname2376,MAY,27,1999,BS ITE,0918 420 9440,Female,Smart
2376,name2377,lastname2377,SEP,12,2001,BS CTM,0917 316 7284,Female,Globe
2377,name2378,lastname2378,DEC,2,1997,BS MGT,0918 975 1613,Male,Smart
2378,name2379,lastname2379,NOV,10,1997,BS LM,0927 874 3477,Male,Globe
2379,name2380,lastname2380,NOV,17,1999,BS LM,0917 323 1977,Female,Globe
2380,name2381,lastname2381,JUN,13,1998,BS ME,0917 632 3225,Male,Globe
2381,name2382,lastname2382,DEC,12,1997,BS CTM,0917 449 3806,Male,Globe
2382,name2383,lastname2383,APR,19,2000,BS LM,0918 729 7979,Female,Smart
2383,name2384,lastname2384,SEP,19,1998,BS CTM,0927 971 2794,Male,Globe
2384,name2385,lastname2385,DEC,23,2001,BS ME,0917 693 4040,Male,Globe
2385,name2386,lastname2386,DEC,18,1997,BS MGT,0918 257 1334,Female,Smart
2386,name2387,lastname2387,MAR,11,1997,BS MGT,0927 479 2154,Male,Globe
2387,name2388,lastname2388,SEP,7,1998,BS CTM,0927 106 4194,Male,Globe
2388,name2389,lastname2389,MAR,13,1997,BS LM,0927 824 6270,Female,Globe
2389,name2390,lastname2390,NOV,9,1998,BS CTM,0917 866 2766,Male,Globe
2390,name2391,lastname2391,AUG,21,2000,BS LM,0927 857 2381,Male,Globe
2391,name2392,lastname2392,MAR,21,2001,BS ITE,0917 615 1060,Male,Globe
2392,name2393,lastname2393,OCT,22,1998,BS ITE,0917 956 3502,Male,Globe
2393,name2394,lastname2394,AUG,23,1999,BS ME,0917 660 7478,Female,Globe
2394,name2395,lastname2395,JUN,16,1997,BS LM,0917 387 1657,Male,Globe
2395,name2396,lastname2396,JUN,28,1997,BS ME,0917 948 9502,Female,Globe
2396,name2397,lastname2397,APR,27,1997,BS CTM,0917 997 3008,Male,Globe
2397,name2398,lastname2398,MAR,5,1999,BS CTM,0927 397 8097,Female,Globe
2398,name2399,lastname2399,AUG,5,2000,BS ME,0927 447 4213,Female,Globe
2399,name2400,lastname2400,APR,27,2000,BS ME,0918 919 5919,Female,Smart
2400,name2401,lastname2401,OCT,28,2000,BS MGT,0917 551 8099,Male,Globe
2401,name2402,lastname2402,OCT,15,1999,BS CTM,0927 159 9241,Female,Globe
2402,name2403,lastname2403,JUN,22,1999,BS ME,0927 289 3262,Male,Globe
2403,name2404,lastname2404,OCT,24,2001,BS CTM,0927 748 1190,Male,Globe
2404,name2405,lastname2405,JUL,19,1999,BS ITE,0918 192 8519,Male,Smart
2405,name2406,lastname2406,MAR,7,1998,BS MGT,0918 201 5633,Female,Smart
2406,name2407,lastname2407,MAR,10,2000,BS ITE,0927 392 7223,Female,Globe
2407,name2408,lastname2408,FEB,16,1997,BS MGT,0927 828 7176,Female,Globe
2408,name2409,lastname2409,MAY,6,1997,BS CTM,0917 412 3057,Male,Globe
2409,name2410,lastname2410,MAR,28,2000,BS MGT,0917 181 3978,Female,Globe
2410,name2411,lastname2411,OCT,22,1998,BS CTM,0917 374 3329,Male,Globe
2411,name2412,lastname2412,JUN,16,1999,BS CTM,0917 870 6914,Male,Globe
2412,name2413,lastname2413,NOV,26,2001,BS LM,0917 960 3096,Female,Globe
2413,name2414,lastname2414,FEB,18,1999,BS ITE,0917 755 2268,Female,Globe
2414,name2415,lastname2415,OCT,10,1998,BS CTM,0918 931 7669,Male,Smart
2415,name2416,lastname2416,SEP,25,1999,BS MGT,0927 577 5428,Female,Globe
2416,name2417,lastname2417,NOV,1,2000,BS MGT,0918 611 7258,Male,Smart
2417,name2418,lastname2418,DEC,13,2000,BS ITE,0927 255 7533,Female,Globe
2418,name2419,lastname2419,NOV,16,2001,BS CTM,0927 198 4160,Male,Globe
2419,name2420,lastname2420,JUN,10,2000,BS LM,0918 147 1799,Male,Smart
2420,name2421,lastname2421,MAY,3,1998,BS ITE,0927 397 7959,Male,Globe
2421,name2422,lastname2422,MAY,28,1999,BS CTM,0927 619 2961,Male,Globe
2422,name2423,lastname2423,MAR,10,1999,BS MGT,0917 840 3342,Female,Globe
2423,name2424,lastname2424,MAR,14,2001,BS ITE,0917 793 8378,Female,Globe
2424,name2425,lastname2425,JUL,19,1999,BS ITE,0918 495 8760,Male,Smart
2425,name2426,lastname2426,MAY,16,2000,BS ME,0918 390 4848,Female,Smart
2426,name2427,lastname2427,FEB,4,2000,BS MGT,0917 504 1312,Male,Globe
2427,name2428,lastname2428,NOV,13,1997,BS ITE,0917 764 8229,Female,Globe
2428,name2429,lastname2429,JUN,22,1997,BS LM,0927 227 6284,Female,Globe
2429,name2430,lastname2430,MAY,17,1998,BS ITE,0918 199 7797,Female,Smart
2430,name2431,lastname2431,AUG,13,1998,BS MGT,0917 169 3352,Male,Globe
2431,name2432,lastname2432,MAY,15,1999,BS ME,0917 761 3830,Male,Globe
2432,name2433,lastname2433,SEP,17,1997,BS CTM,0927 849 6892,Female,Globe
2433,name2434,lastname2434,JAN,19,1999,BS ME,0927 434 9948,Female,Globe
2434,name2435,lastname2435,APR,4,1998,BS CTM,0927 227 8411,Female,Globe
2435,name2436,lastname2436,FEB,12,1997,BS ME,0918 436 4889,Male,Smart
2436,name2437,lastname2437,MAR,19,1999,BS CTM,0918 832 1639,Male,Smart
2437,name2438,lastname2438,OCT,21,1998,BS ITE,0927 482 6028,Male,Globe
2438,name2439,lastname2439,FEB,5,1998,BS ME,0918 485 7266,Male,Smart
2439,name2440,lastname2440,SEP,19,1998,BS MGT,0917 856 5444,Male,Globe
2440,name2441,lastname2441,FEB,12,2001,BS LM,0917 754 8431,Male,Globe
2441,name2442,lastname2442,NOV,10,2001,BS ME,0927 764 6262,Male,Globe
2442,name2443,lastname2443,JUL,25,1998,BS ITE,0918 541 1153,Male,Smart
2443,name2444,lastname2444,AUG,16,1998,BS MGT,0918 845 7573,Female,Smart
2444,name2445,lastname2445,SEP,5,1998,BS MGT,0927 533 1486,Male,Globe
2445,name2446,lastname2446,FEB,22,2000,BS ME,0917 275 7590,Male,Globe
2446,name2447,lastname2447,FEB,11,2001,BS ME,0918 694 6303,Male,Smart
2447,name2448,lastname2448,JUN,4,2000,BS CTM,0927 244 3224,Female,Globe
2448,name2449,lastname2449,JUL,6,1998,BS LM,0918 446 3657,Female,Smart
2449,name2450,lastname2450,JUN,21,1998,BS MGT,0917 335 2745,Male,Globe
2450,name2451,lastname2451,JAN,22,1999,BS ME,0917 482 2116,Male,Globe
2451,name2452,lastname2452,APR,23,1999,BS ME,0917 538 5323,Male,Globe
2452,name2453,lastname2453,MAR,22,2001,BS CTM,0917 523 3869,Male,Globe
2453,name2454,lastname2454,NOV,19,1999,BS ME,0917 385 3899,Female,Globe
2454,name2455,lastname2455,DEC,24,1997,BS ITE,0918 593 4633,Male,Smart
2455,name2456,lastname2456,APR,9,1998,BS LM,0927 725 8448,Male,Globe
2456,name2457,lastname2457,OCT,10,2001,BS MGT,0917 875 7767,Male,Globe
2457,name2458,lastname2458,NOV,4,1999,BS ITE,0917 234 8813,Male,Globe
2458,name2459,lastname2459,JAN,6,1998,BS CTM,0917 854 2574,Female,Globe
2459,name2460,lastname2460,APR,18,2001,BS ITE,0918 172 8477,Male,Smart
2460,name2461,lastname2461,NOV,18,1998,BS LM,0927 779 7910,Female,Globe
2461,name2462,lastname2462,NOV,4,1997,BS ITE,0918 659 2984,Male,Smart
2462,name2463,lastname2463,JAN,28,1997,BS MGT,0927 341 4442,Female,Globe
2463,name2464,lastname2464,SEP,6,1998,BS MGT,0927 810 3537,Male,Globe
2464,name2465,lastname2465,OCT,28,1999,BS MGT,0917 848 6313,Female,Globe
2465,name2466,lastname2466,MAY,28,1997,BS ME,0918 596 7521,Female,Smart
2466,name2467,lastname2467,FEB,12,1997,BS LM,0927 537 1630,Female,Globe
2467,name2468,lastname2468,SEP,4,1997,BS MGT,0917 522 8739,Male,Globe
2468,name2469,lastname2469,NOV,26,1999,BS ITE,0927 961 4729,Female,Globe
2469,name2470,lastname2470,JUL,5,1999,BS ME,0918 746 7549,Male,Smart
2470,name2471,lastname2471,APR,15,1998,BS MGT,0917 186 5933,Female,Globe
2471,name2472,lastname2472,DEC,13,1997,BS CTM,0918 872 7265,Male,Smart
2472,name2473,lastname2473,MAY,6,1997,BS MGT,0918 950 9443,Female,Smart
2473,name2474,lastname2474,JAN,24,1997,BS ME,0918 909 4946,Male,Smart
2474,name2475,lastname2475,JAN,12,1999,BS LM,0927 312 5973,Male,Globe
2475,name2476,lastname2476,AUG,15,2001,BS LM,0918 893 6385,Female,Smart
2476,name2477,lastname2477,SEP,27,2001,BS LM,0918 877 6490,Male,Smart
2477,name2478,lastname2478,NOV,3,2001,BS MGT,0917 347 6498,Male,Globe
2478,name2479,lastname2479,DEC,23,1999,BS LM,0918 573 2384,Female,Smart
2479,name2480,lastname2480,MAY,22,1998,BS CTM,0918 759 4404,Male,Smart
2480,name2481,lastname2481,MAR,3,2001,BS CTM,0917 332 5207,Male,Globe
2481,name2482,lastname2482,SEP,10,2000,BS CTM,0917 195 8173,Male,Globe
2482,name2483,lastname2483,JAN,6,2000,BS LM,0927 781 8674,Male,Globe
2483,name2484,lastname2484,NOV,10,2000,BS ME,0927 347 9357,Male,Globe
2484,name2485,lastname2485,MAY,14,1999,BS MGT,0927 650 8064,Male,Globe
2485,name2486,lastname2486,JAN,6,1999,BS MGT,0927 702 2432,Female,Globe
2486,name2487,lastname2487,DEC,26,2000,BS CTM,0927 634 1504,Male,Globe
2487,name2488,lastname2488,MAR,25,1999,BS MGT,0918 614 2482,Male,Smart
2488,name2489,lastname2489,JAN,20,1997,BS LM,0918 417 3419,Male,Smart
2489,name2490,lastname2490,AUG,16,2000,BS LM,0918 800 4530,Female,Smart
2490,name2491,lastname2491,JAN,3,1999,BS LM,0927 479 1685,Male,Globe
2491,name2492,lastname2492,JAN,9,2001,BS ITE,0917 517 8009,Female,Globe
2492,name2493,lastname2493,SEP,9,1999,BS ME,0927 649 3563,Female,Globe
2493,name2494,lastname2494,APR,10,2000,BS CTM,0918 797 3972,Male,Smart
2494,name2495,lastname2495,MAY,11,1998,BS CTM,0927 702 3361,Male,Globe
2495,name2496,lastname2496,SEP,16,1998,BS CTM,0917 794 8406,Male,Globe
2496,name2497,lastname2497,DEC,10,2000,BS ME,0917 240 7897,Male,Globe
2497,name2498,lastname2498,DEC,8,2001,BS MGT,0917 437 4761,Male,Globe
2498,name2499,lastname2499,SEP,2,1997,BS ITE,0927 554 1341,Male,Globe
2499,name2500,lastname2500,MAR,12,2001,BS MGT,0918 787 7812,Male,Smart
2500,name2501,lastname2501,DEC,1,2001,BS MGT,0917 654 8967,Female,Globe
2501,name2502,lastname2502,DEC,19,2000,BS MGT,0917 929 4398,Female,Globe
2502,name2503,lastname2503,FEB,6,1998,BS CTM,0918 565 3640,Female,Smart
2503,name2504,lastname2504,APR,9,2000,BS LM,0918 520 5187,Male,Smart
2504,name2505,lastname2505,JAN,28,1997,BS ITE,0927 363 8348,Female,Globe
2505,name2506,lastname2506,NOV,22,1998,BS CTM,0927 894 9571,Female,Globe
2506,name2507,lastname2507,FEB,11,1997,BS LM,0917 998 2534,Female,Globe
2507,name2508,lastname2508,APR,18,2001,BS LM,0927 647 9151,Male,Globe
2508,name2509,lastname2509,OCT,25,1998,BS LM,0927 744 4282,Female,Globe
2509,name2510,lastname2510,JUN,11,1998,BS CTM,0917 869 9466,Male,Globe
2510,name2511,lastname2511,DEC,25,1997,BS LM,0918 287 7261,Female,Smart
2511,name2512,lastname2512,MAY,25,1999,BS ME,0927 906 9410,Female,Globe
2512,name2513,lastname2513,NOV,10,2000,BS CTM,0918 490 2582,Male,Smart
2513,name2514,lastname2514,SEP,15,1998,BS ITE,0918 151 9228,Female,Smart
2514,name2515,lastname2515,APR,28,2001,BS ME,0927 279 8965,Male,Globe
2515,name2516,lastname2516,JAN,19,1997,BS MGT,0918 609 2244,Female,Smart
2516,name2517,lastname2517,NOV,17,1998,BS ITE,0927 290 3455,Female,Globe
2517,name2518,lastname2518,OCT,15,2001,BS LM,0918 592 1101,Female,Smart
2518,name2519,lastname2519,MAY,24,1999,BS ITE,0927 866 2938,Male,Globe
2519,name2520,lastname2520,OCT,11,1998,BS MGT,0918 180 5555,Male,Smart
2520,name2521,lastname2521,JAN,18,1997,BS ME,0927 140 1589,Male,Globe
2521,name2522,lastname2522,MAY,28,2001,BS CTM,0927 930 6395,Male,Globe
2522,name2523,lastname2523,JUL,23,2001,BS ITE,0927 815 1092,Female,Globe
2523,name2524,lastname2524,MAY,26,2000,BS ME,0927 596 1752,Female,Globe
2524,name2525,lastname2525,APR,12,1998,BS ME,0917 423 2721,Male,Globe
2525,name2526,lastname2526,JAN,9,2001,BS ME,0918 102 2217,Male,Smart
2526,name2527,lastname2527,APR,21,1997,BS MGT,0918 808 5353,Male,Smart
2527,name2528,lastname2528,APR,5,1999,BS LM,0917 669 9647,Female,Globe
2528,name2529,lastname2529,MAY,11,1998,BS MGT,0927 440 7845,Male,Globe
2529,name2530,lastname2530,JUN,17,2000,BS MGT,0918 431 8667,Male,Smart
2530,name2531,lastname2531,JAN,17,1998,BS CTM,0927 204 3757,Male,Globe
2531,name2532,lastname2532,NOV,28,2001,BS LM,0927 313 4542,Female,Globe
2532,name2533,lastname2533,DEC,12,2000,BS ITE,0918 457 8951,Male,Smart
2533,name2534,lastname2534,MAY,19,1999,BS ME,0918 308 2032,Male,Smart
2534,name2535,lastname2535,SEP,16,1997,BS LM,0927 474 8597,Male,Globe
2535,name2536,lastname2536,FEB,17,2001,BS ME,0917 395 4691,Female,Globe
2536,name2537,lastname2537,NOV,9,1998,BS ITE,0918 873 1719,Female,Smart
2537,name2538,lastname2538,JAN,2,1997,BS CTM,0918 560 8844,Female,Smart
2538,name2539,lastname2539,FEB,3,1998,BS ITE,0927 795 5882,Male,Globe
2539,name2540,lastname2540,NOV,18,1997,BS ITE,0918 960 5438,Male,Smart
2540,name2541,lastname2541,NOV,18,1999,BS LM,0918 928 7748,Male,Smart
2541,name2542,lastname2542,DEC,5,1997,BS CTM,0927 423 2526,Female,Globe
2542,name2543,lastname2543,SEP,18,1998,BS CTM,0918 325 1526,Female,Smart
2543,name2544,lastname2544,APR,18,1999,BS ME,0927 179 1079,Male,Globe
2544,name2545,lastname2545,JUL,13,2000,BS CTM,0918 881 6528,Male,Smart
2545,name2546,lastname2546,AUG,19,1999,BS ITE,0917 334 9017,Female,Globe
2546,name2547,lastname2547,FEB,16,2000,BS CTM,0918 440 6060,Female,Smart
2547,name2548,lastname2548,JAN,5,1999,BS MGT,0927 774 2119,Male,Globe
2548,name2549,lastname2549,APR,20,1998,BS ME,0918 493 6405,Male,Smart
2549,name2550,lastname2550,AUG,8,1998,BS ITE,0918 793 5808,Male,Smart
2550,name2551,lastname2551,MAR,12,1997,BS ITE,0917 410 8644,Female,Globe
2551,name2552,lastname2552,MAY,18,1997,BS LM,0917 382 7700,Male,Globe
2552,name2553,lastname2553,JUL,14,1997,BS CTM,0917 554 5621,Female,Globe
2553,name2554,lastname2554,APR,25,1999,BS LM,0927 291 5154,Female,Globe
2554,name2555,lastname2555,AUG,10,1997,BS ITE,0927 861 4721,Male,Globe
2555,name2556,lastname2556,FEB,18,1998,BS LM,0927 893 6964,Female,Globe
2556,name2557,lastname2557,JUL,4,1999,BS ME,0917 818 6486,Male,Globe
2557,name2558,lastname2558,DEC,15,1997,BS LM,0927 262 6276,Male,Globe
2558,name2559,lastname2559,AUG,7,2001,BS CTM,0917 419 5167,Male,Globe
2559,name2560,lastname2560,FEB,3,1998,BS LM,0927 991 4924,Male,Globe
2560,name2561,lastname2561,AUG,12,2000,BS MGT,0917 275 5243,Female,Globe
2561,name2562,lastname2562,MAY,24,1999,BS LM,0927 754 3697,Male,Globe
2562,name2563,lastname2563,MAR,16,1997,BS LM,0927 515 1326,Male,Globe
2563,name2564,lastname2564,OCT,22,1998,BS MGT,0927 190 7709,Female,Globe
2564,name2565,lastname2565,JAN,6,1997,BS CTM,0927 914 3489,Male,Globe
2565,name2566,lastname2566,DEC,22,1998,BS CTM,0927 510 3306,Female,Globe
2566,name2567,lastname2567,APR,21,2000,BS MGT,0917 137 2165,Female,Globe
2567,name2568,lastname2568,MAY,17,1998,BS MGT,0927 999 9548,Female,Globe
2568,name2569,lastname2569,OCT,21,2000,BS MGT,0927 439 8623,Female,Globe
2569,name2570,lastname2570,OCT,15,2001,BS ME,0918 936 3308,Male,Smart
2570,name2571,lastname2571,JUL,8,1999,BS ME,0927 212 1620,Male,Globe
2571,name2572,lastname2572,OCT,11,2001,BS CTM,0917 570 9954,Male,Globe
2572,name2573,lastname2573,MAY,23,1998,BS ME,0927 577 4535,Female,Globe
2573,name2574,lastname2574,JAN,16,1997,BS MGT,0918 758 8124,Male,Smart
2574,name2575,lastname2575,DEC,25,2000,BS CTM,0927 103 2003,Female,Globe
2575,name2576,lastname2576,MAY,25,1998,BS ITE,0927 626 4429,Female,Globe
2576,name2577,lastname2577,APR,15,1997,BS CTM,0927 300 9845,Female,Globe
2577,name2578,lastname2578,DEC,17,2001,BS CTM,0917 791 4807,Male,Globe
2578,name2579,lastname2579,OCT,8,1999,BS ME,0927 810 5558,Male,Globe
2579,name2580,lastname2580,AUG,20,1997,BS LM,0918 887 8537,Male,Smart
2580,name2581,lastname2581,NOV,7,1999,BS LM,0918 790 2841,Female,Smart
2581,name2582,lastname2582,JAN,8,1998,BS LM,0917 602 6957,Male,Globe
2582,name2583,lastname2583,APR,28,2001,BS CTM,0917 386 7741,Male,Globe
2583,name2584,lastname2584,FEB,11,1999,BS ITE,0918 400 9775,Male,Smart
2584,name2585,lastname2585,MAY,8,1999,BS CTM,0918 153 7448,Male,Smart
2585,name2586,lastname2586,APR,6,1998,BS MGT,0927 640 8396,Female,Globe
2586,name2587,lastname2587,APR,5,1999,BS ITE,0927 691 5341,Male,Globe
2587,name2588,lastname2588,APR,9,2000,BS MGT,0917 676 1899,Male,Globe
2588,name2589,lastname2589,MAR,13,1999,BS LM,0917 573 5058,Male,Globe
2589,name2590,lastname2590,SEP,4,2001,BS CTM,0927 395 6034,Male,Globe
2590,name2591,lastname2591,JAN,13,2000,BS MGT,0917 530 2742,Female,Globe
2591,name2592,lastname2592,OCT,25,1999,BS CTM,0918 244 8484,Male,Smart
2592,name2593,lastname2593,JUN,18,1998,BS ME,0927 141 6274,Male,Globe
2593,name2594,lastname2594,JUN,12,1999,BS MGT,0927 640 2517,Male,Globe
2594,name2595,lastname2595,AUG,14,1998,BS CTM,0917 991 7278,Male,Globe
2595,name2596,lastname2596,DEC,22,1998,BS ME,0918 486 2307,Male,Smart
2596,name2597,lastname2597,FEB,11,1999,BS CTM,0917 813 3010,Male,Globe
2597,name2598,lastname2598,APR,18,1998,BS ME,0927 444 5398,Male,Globe
2598,name2599,lastname2599,AUG,22,1999,BS CTM,0918 805 7805,Male,Smart
2599,name2600,lastname2600,OCT,23,1999,BS CTM,0927 612 8812,Male,Globe
2600,name2601,lastname2601,AUG,3,1999,BS CTM,0918 714 2798,Female,Smart
2601,name2602,lastname2602,AUG,19,1999,BS ME,0918 707 1691,Female,Smart
2602,name2603,lastname2603,NOV,23,1997,BS CTM,0918 875 3524,Female,Smart
2603,name2604,lastname2604,NOV,19,1999,BS MGT,0918 224 9200,Male,Smart
2604,name2605,lastname2605,SEP,26,2000,BS ITE,0918 802 6074,Female,Smart
2605,name2606,lastname2606,FEB,17,1998,BS CTM,0927 964 8172,Female,Globe
2606,name2607,lastname2607,SEP,5,2001,BS CTM,0917 642 8108,Female,Globe
2607,name2608,lastname2608,JAN,15,1998,BS CTM,0927 998 2587,Female,Globe
2608,name2609,lastname2609,APR,27,2001,BS CTM,0927 229 9368,Female,Globe
2609,name2610,lastname2610,APR,17,1998,BS LM,0918 960 5607,Male,Smart
2610,name2611,lastname2611,OCT,12,2001,BS MGT,0917 569 4246,Female,Globe
2611,name2612,lastname2612,JUN,10,1999,BS ITE,0918 622 3293,Male,Smart
2612,name2613,lastname2613,JUL,24,1998,BS LM,0918 877 6689,Female,Smart
2613,name2614,lastname2614,MAY,25,2001,BS ITE,0917 199 2805,Female,Globe
2614,name2615,lastname2615,JAN,17,1999,BS MGT,0918 687 4279,Male,Smart
2615,name2616,lastname2616,MAY,10,1997,BS MGT,0917 641 6984,Female,Globe
2616,name2617,lastname2617,MAY,19,1998,BS ITE,0917 458 4506,Female,Globe
2617,name2618,lastname2618,AUG,13,1998,BS ITE,0927 524 9294,Male,Globe
2618,name2619,lastname2619,JUL,9,1999,BS CTM,0918 385 1052,Female,Smart
2619,name2620,lastname2620,NOV,9,1998,BS ITE,0927 739 4781,Male,Globe
2620,name2621,lastname2621,MAY,24,1998,BS ME,0918 920 8845,Female,Smart
2621,name2622,lastname2622,JUN,22,2001,BS MGT,0927 231 3748,Male,Globe
2622,name2623,lastname2623,APR,21,1998,BS CTM,0927 688 5360,Male,Globe
2623,name2624,lastname2624,JUL,25,2000,BS ITE,0927 233 3593,Female,Globe
2624,name2625,lastname2625,NOV,8,1999,BS ITE,0927 643 7093,Male,Globe
2625,name2626,lastname2626,JUL,22,1998,BS CTM,0927 298 2396,Female,Globe
2626,name2627,lastname2627,JAN,24,2000,BS ITE,0927 744 7996,Female,Globe
2627,name2628,lastname2628,JAN,3,1999,BS CTM,0918 197 8797,Female,Smart
2628,name2629,lastname2629,NOV,20,1997,BS ME,0918 153 5257,Male,Smart
2629,name2630,lastname2630,JAN,20,2001,BS LM,0918 592 5507,Female,Smart
2630,name2631,lastname2631,DEC,17,1999,BS CTM,0927 410 3184,Female,Globe
2631,name2632,lastname2632,DEC,21,1999,BS ITE,0927 545 6383,Male,Globe
2632,name2633,lastname2633,AUG,1,1999,BS LM,0927 622 2939,Male,Globe
2633,name2634,lastname2634,DEC,23,1997,BS MGT,0917 695 2648,Male,Globe
2634,name2635,lastname2635,NOV,11,1999,BS LM,0917 207 4784,Male,Globe
2635,name2636,lastname2636,JAN,14,1999,BS ME,0917 156 4149,Male,Globe
2636,name2637,lastname2637,FEB,18,1999,BS LM,0918 294 8168,Female,Smart
2637,name2638,lastname2638,NOV,28,2000,BS ME,0927 823 3247,Male,Globe
2638,name2639,lastname2639,SEP,9,1999,BS ITE,0917 354 3063,Male,Globe
2639,name2640,lastname2640,DEC,13,1997,BS CTM,0917 181 7772,Female,Globe
2640,name2641,lastname2641,FEB,17,1999,BS LM,0918 952 6955,Female,Smart
2641,name2642,lastname2642,MAY,4,2000,BS MGT,0917 371 5232,Female,Globe
2642,name2643,lastname2643,OCT,9,1999,BS LM,0917 194 2461,Female,Globe
2643,name2644,lastname2644,MAR,24,2001,BS ME,0917 257 2784,Male,Globe
2644,name2645,lastname2645,MAY,19,1998,BS LM,0917 173 6943,Male,Globe
2645,name2646,lastname2646,JUN,28,1998,BS LM,0917 832 7071,Male,Globe
2646,name2647,lastname2647,APR,8,1999,BS MGT,0918 408 6691,Female,Smart
2647,name2648,lastname2648,MAR,13,1999,BS ITE,0918 542 6186,Female,Smart
2648,name2649,lastname2649,JUN,11,1997,BS ME,0927 900 6138,Male,Globe
2649,name2650,lastname2650,JUN,2,1997,BS CTM,0917 835 4386,Male,Globe
2650,name2651,lastname2651,JUN,15,1998,BS CTM,0918 884 5352,Male,Smart
2651,name2652,lastname2652,NOV,25,1998,BS LM,0927 628 7709,Male,Globe
2652,name2653,lastname2653,JUN,16,1998,BS MGT,0917 281 4502,Male,Globe
2653,name2654,lastname2654,NOV,2,2001,BS CTM,0917 981 3960,Female,Globe
2654,name2655,lastname2655,APR,16,1997,BS CTM,0918 543 6769,Female,Smart
2655,name2656,lastname2656,APR,28,1998,BS ITE,0917 138 3778,Male,Globe
2656,name2657,lastname2657,MAY,21,1999,BS CTM,0927 392 6719,Male,Globe
2657,name2658,lastname2658,DEC,16,1997,BS ME,0918 490 8514,Female,Smart
2658,name2659,lastname2659,SEP,12,1998,BS MGT,0917 594 1999,Female,Globe
2659,name2660,lastname2660,AUG,8,1998,BS ITE,0917 548 3351,Female,Globe
2660,name2661,lastname2661,SEP,12,1999,BS LM,0918 204 9617,Female,Smart
2661,name2662,lastname2662,SEP,3,1998,BS ITE,0918 509 9706,Male,Smart
2662,name2663,lastname2663,AUG,20,1999,BS MGT,0917 623 6547,Female,Globe
2663,name2664,lastname2664,AUG,3,1998,BS CTM,0918 424 3370,Male,Smart
2664,name2665,lastname2665,APR,12,1998,BS LM,0927 513 2139,Male,Globe
2665,name2666,lastname2666,JAN,11,1998,BS ME,0927 295 6588,Female,Globe
2666,name2667,lastname2667,OCT,10,2000,BS CTM,0917 837 3739,Male,Globe
2667,name2668,lastname2668,SEP,8,1998,BS ITE,0918 100 8378,Male,Smart
2668,name2669,lastname2669,JUN,9,2000,BS ME,0918 438 7545,Male,Smart
2669,name2670,lastname2670,MAY,1,1999,BS ME,0917 195 4206,Male,Globe
2670,name2671,lastname2671,JAN,15,1998,BS CTM,0918 555 9070,Male,Smart
2671,name2672,lastname2672,MAY,6,1998,BS CTM,0927 763 1636,Male,Globe
2672,name2673,lastname2673,JUN,27,1998,BS CTM,0917 275 6658,Male,Globe
2673,name2674,lastname2674,MAR,8,2001,BS MGT,0917 731 3274,Male,Globe
2674,name2675,lastname2675,SEP,23,1999,BS MGT,0917 170 3005,Female,Globe
2675,name2676,lastname2676,AUG,25,1999,BS MGT,0927 813 4925,Male,Globe
2676,name2677,lastname2677,JUL,18,1999,BS LM,0917 130 5809,Male,Globe
2677,name2678,lastname2678,JUL,27,2000,BS MGT,0927 163 4869,Female,Globe
2678,name2679,lastname2679,MAY,23,1997,BS MGT,0918 848 1893,Female,Smart
2679,name2680,lastname2680,DEC,14,1999,BS ME,0927 115 7726,Male,Globe
2680,name2681,lastname2681,SEP,12,1999,BS ME,0917 572 8068,Female,Globe
2681,name2682,lastname2682,NOV,8,2000,BS ITE,0927 384 1647,Male,Globe
